0	0	0.07792207792207792	0.22077922077922077	0.07792207792207792	0.07792207792207792	0.07792207792207792	0.06493506493506493	0.16883116883116883	0.07792207792207792	0.06493506493506493	0.09090909090909091
1	1	0.061068702290076333	0.1297709923664122	0.07633587786259542	0.1450381679389313	0.04580152671755725	0.0916030534351145	0.05343511450381679	0.22900763358778625	0.09923664122137404	0.06870229007633588
2	2	0.07777777777777778	0.2	0.12222222222222222	0.08888888888888889	0.06666666666666667	0.08888888888888889	0.08888888888888889	0.12222222222222222	0.08888888888888889	0.05555555555555555
3	3	0.10344827586206896	0.1206896551724138	0.10344827586206896	0.08620689655172414	0.10344827586206896	0.10344827586206896	0.10344827586206896	0.10344827586206896	0.08620689655172414	0.08620689655172414
4	4	0.125	0.078125	0.125	0.09375	0.078125	0.09375	0.109375	0.125	0.09375	0.078125
5	5	0.05660377358490566	0.27358490566037735	0.0660377358490566	0.07547169811320754	0.12264150943396226	0.0660377358490566	0.05660377358490566	0.08490566037735849	0.10377358490566038	0.09433962264150944
6	6	0.07042253521126761	0.07042253521126761	0.07042253521126761	0.09859154929577464	0.1267605633802817	0.09859154929577464	0.11267605633802817	0.1267605633802817	0.07042253521126761	0.15492957746478872
7	7	0.19927536231884058	0.14855072463768115	0.10869565217391304	0.028985507246376812	0.050724637681159424	0.04710144927536232	0.10144927536231885	0.15579710144927536	0.10144927536231885	0.057971014492753624
8	8	0.09615384615384616	0.11538461538461539	0.09615384615384616	0.09615384615384616	0.11538461538461539	0.09615384615384616	0.09615384615384616	0.09615384615384616	0.09615384615384616	0.09615384615384616
9	9	0.06756756756756757	0.13513513513513514	0.08108108108108109	0.06756756756756757	0.12162162162162163	0.13513513513513514	0.08108108108108109	0.13513513513513514	0.0945945945945946	0.08108108108108109
10	10	0.20238095238095238	0.10714285714285714	0.08333333333333333	0.13095238095238096	0.07142857142857142	0.07142857142857142	0.05952380952380952	0.08333333333333333	0.11904761904761904	0.07142857142857142
11	11	0.056818181818181816	0.13636363636363635	0.056818181818181816	0.06818181818181818	0.11363636363636363	0.10227272727272728	0.11363636363636363	0.09090909090909091	0.14772727272727273	0.11363636363636363
12	12	0.07575757575757576	0.16666666666666666	0.07575757575757576	0.07575757575757576	0.07575757575757576	0.15151515151515152	0.13636363636363635	0.07575757575757576	0.09090909090909091	0.07575757575757576
13	13	0.10144927536231885	0.07246376811594203	0.08695652173913043	0.10144927536231885	0.10144927536231885	0.11594202898550725	0.10144927536231885	0.10144927536231885	0.13043478260869565	0.08695652173913043
14	14	0.07352941176470588	0.17647058823529413	0.08823529411764706	0.07352941176470588	0.07352941176470588	0.07352941176470588	0.17647058823529413	0.08823529411764706	0.08823529411764706	0.08823529411764706
