compound,neg,neu,pos
0.22692849740932633,0.062150259067357494,0.8004715025906732,0.13740414507772028
0.24469892086330933,0.05636330935251796,0.8000959232613916,0.14352997601918469
0.23158016467065906,0.060406437125748516,0.8203622754491021,0.11923353293413182
0.2658713675213675,0.05882478632478633,0.8080316239316228,0.1331384615384615
0.21815544354838734,0.05545362903225803,0.8213114919354833,0.12323891129032254
0.2261878709677419,0.055158064516129056,0.8148206451612894,0.13003225806451618
0.23739188976377973,0.056254330708661426,0.8121275590551181,0.13161338582677126
0.23648526187576124,0.058683313032886736,0.8022314250913523,0.13907795371498183
0.23908976486860314,0.06002627939142463,0.80060580912863,0.1393513139695712
0.24612891113892363,0.05963829787234046,0.7970150187734656,0.14333291614518143
0.21713258527827634,0.06397845601436275,0.8126382405745062,0.12338958707360866
0.25799107142857136,0.05752380952380949,0.8105406746031748,0.13193750000000015
0.24401363636363632,0.058803030303030294,0.770090909090909,0.17107575757575758
0.16226363636363636,0.12200000000000001,0.7716363636363636,0.1061818181818182
-0.377575,0.05325,0.91525,0.03175
0.6187,0.0,0.776,0.224
