Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,month_year,Dominant
0.07042253521126761,0.13145539906103287,0.1189358372456964,0.10328638497652583,0.07198748043818466,0.11267605633802817,0.08607198748043818,0.09702660406885759,0.09389671361502347,0.11424100156494522,2018-01,Topic 2
0.07646356033452809,0.11230585424133813,0.07048984468339309,0.0776583034647551,0.0848267622461171,0.10274790919952212,0.1636798088410992,0.0919952210274791,0.15770609318996417,0.06212664277180407,2018-01,Topic 7
0.07042253521126761,0.15179968701095461,0.1189358372456964,0.07511737089201878,0.08450704225352113,0.1111111111111111,0.08763693270735524,0.09859154929577464,0.1267605633802817,0.07511737089201878,2018-01,Topic 2
0.09118357487922706,0.14190821256038647,0.09359903381642512,0.04710144927536232,0.03804347826086957,0.19021739130434784,0.07729468599033816,0.06763285024154589,0.1570048309178744,0.09601449275362318,2018-01,Topic 6
0.06805555555555555,0.12222222222222222,0.07361111111111111,0.06388888888888888,0.08611111111111111,0.07777777777777778,0.16944444444444445,0.1597222222222222,0.1125,0.06666666666666667,2018-01,Topic 7
0.0837138508371385,0.1948249619482496,0.106544901065449,0.0700152207001522,0.0821917808219178,0.0837138508371385,0.1232876712328767,0.0684931506849315,0.091324200913242,0.0958904109589041,2018-03,Topic 2
0.07359307359307361,0.09090909090909093,0.07792207792207793,0.07215007215007216,0.06493506493506494,0.15584415584415587,0.1702741702741703,0.13564213564213567,0.06493506493506494,0.0937950937950938,2018-01,Topic 7
0.06864456079115765,0.08435136707388016,0.04537521815008726,0.06340895869691682,0.051774287376381616,0.10936591041303083,0.08202443280977312,0.1256544502617801,0.2297847585805701,0.13961605584642234,2018-01,Topic 9
0.0599250936329588,0.06741573033707865,0.06367041198501873,0.06367041198501873,0.0749063670411985,0.15106117353308365,0.16104868913857678,0.1198501872659176,0.07865168539325842,0.15980024968789014,2018-01,Topic 7
0.18655692729766804,0.10013717421124829,0.08367626886145405,0.10013717421124829,0.06858710562414266,0.06721536351165981,0.09739368998628258,0.12757201646090535,0.08093278463648834,0.0877914951989026,2018-01,Topic 1
0.1084967320261438,0.09803921568627451,0.12156862745098039,0.08104575163398693,0.06013071895424837,0.13202614379084968,0.09934640522875816,0.12026143790849673,0.10065359477124183,0.0784313725490196,2018-01,Topic 6
0.08771929824561403,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.08771929824561403,0.14035087719298245,0.08771929824561403,0.10526315789473684,0.12280701754385964,0.08771929824561403,2018-04,Topic 6
0.0625,0.1486111111111111,0.1,0.12083333333333333,0.06666666666666667,0.09444444444444444,0.1388888888888889,0.09444444444444444,0.1,0.07361111111111111,2018-01,Topic 2
0.06018518518518518,0.12268518518518519,0.09490740740740741,0.059027777777777776,0.1388888888888889,0.1099537037037037,0.0625,0.15162037037037038,0.09722222222222222,0.10300925925925926,2018-01,Topic 8
0.05633802816901407,0.13771517996870106,0.14710485133020343,0.08372456964006258,0.07981220657276994,0.07746478873239435,0.08450704225352111,0.1087636932707355,0.04147104851330203,0.18309859154929575,2018-01,Topic 10
0.057113187954309454,0.1651090342679128,0.052959501557632405,0.1007268951194185,0.0643821391484943,0.07476635514018692,0.2949117341640707,0.07788161993769471,0.05607476635514019,0.05607476635514019,2018-01,Topic 7
0.07994579945799458,0.15718157181571815,0.0975609756097561,0.0921409214092141,0.06639566395663957,0.12601626016260162,0.09349593495934959,0.08401084010840108,0.11788617886178862,0.08536585365853659,2018-01,Topic 2
0.06491885143570539,0.18976279650436956,0.08863920099875157,0.11860174781523097,0.06991260923845195,0.09488139825218478,0.11860174781523097,0.12109862671660426,0.07116104868913858,0.06242197253433209,2018-01,Topic 2
0.08558558558558559,0.11411411411411411,0.08108108108108109,0.12012012012012012,0.08858858858858859,0.0945945945945946,0.0945945945945946,0.1036036036036036,0.12912912912912913,0.08858858858858859,2018-01,Topic 9
0.1879432624113475,0.15011820330969267,0.07328605200945626,0.07565011820330969,0.05319148936170213,0.07210401891252956,0.16548463356973994,0.09456264775413711,0.07328605200945626,0.054373522458628844,2018-01,Topic 1
0.08333333333333333,0.08333333333333333,0.09259259259259259,0.08333333333333333,0.10185185185185185,0.11481481481481481,0.1,0.09074074074074075,0.08703703703703704,0.16296296296296298,2018-01,Topic 10
0.11896745230078563,0.16049382716049382,0.07519640852974187,0.1335578002244669,0.08080808080808081,0.10662177328843996,0.06846240179573512,0.06172839506172839,0.1324354657687991,0.06172839506172839,2018-01,Topic 2
0.06257982120051085,0.1136653895274585,0.09323116219667944,0.06896551724137931,0.07407407407407407,0.13409961685823754,0.09961685823754789,0.1136653895274585,0.14942528735632185,0.09067688378033206,2018-01,Topic 9
0.0529595015576324,0.2201453790238837,0.10695742471443406,0.05711318795430945,0.1111111111111111,0.10176531671858775,0.13811007268951195,0.04776739356178609,0.09865005192107996,0.06542056074766354,2018-01,Topic 2
0.07912457912457913,0.09427609427609428,0.14646464646464646,0.08585858585858586,0.09427609427609428,0.09427609427609428,0.09764309764309764,0.132996632996633,0.09932659932659933,0.07575757575757576,2018-01,Topic 3
0.0664488017429194,0.1056644880174292,0.08496732026143791,0.07952069716775599,0.0784313725490196,0.06209150326797386,0.210239651416122,0.09912854030501089,0.10784313725490197,0.1056644880174292,2018-01,Topic 7
0.08230452674897121,0.1769547325102881,0.09739368998628259,0.08504801097393691,0.0617283950617284,0.13031550068587108,0.14540466392318246,0.08916323731138548,0.06584362139917697,0.06584362139917697,2018-01,Topic 2
0.08422939068100359,0.12724014336917563,0.0967741935483871,0.11827956989247312,0.11469534050179211,0.08064516129032258,0.0985663082437276,0.09498207885304659,0.08064516129032258,0.1039426523297491,2018-01,Topic 2
0.05228758169934641,0.10457516339869281,0.07625272331154684,0.12636165577342048,0.07952069716775599,0.08387799564270153,0.1383442265795207,0.18082788671023964,0.07952069716775599,0.0784313725490196,2018-01,Topic 8
0.11701081612586037,0.1071779744346116,0.0776794493608653,0.06293018682399214,0.06293018682399214,0.07669616519174041,0.3048180924287119,0.0688298918387414,0.061946902654867256,0.0599803343166175,2018-01,Topic 7
0.08585858585858586,0.2037037037037037,0.08754208754208755,0.09259259259259259,0.07575757575757576,0.10774410774410774,0.09259259259259259,0.09764309764309764,0.08080808080808081,0.07575757575757576,2018-01,Topic 2
0.08333333333333334,0.16111111111111115,0.10740740740740742,0.08333333333333334,0.10185185185185186,0.10555555555555557,0.0851851851851852,0.08333333333333334,0.10555555555555557,0.08333333333333334,2018-02,Topic 2
0.057387057387057384,0.08180708180708181,0.10012210012210013,0.07203907203907203,0.22466422466422467,0.08302808302808302,0.06349206349206349,0.10134310134310134,0.1330891330891331,0.08302808302808302,2018-02,Topic 5
0.04950495049504951,0.050605060506050605,0.1573157315731573,0.0638063806380638,0.23982398239823982,0.05500550055005501,0.04950495049504951,0.08800880088008801,0.1771177117711771,0.06930693069306931,2018-02,Topic 5
0.02955665024630542,0.05363984674329503,0.12479474548440067,0.07170224411603723,0.3015873015873016,0.11986863711001644,0.024630541871921187,0.07224958949096881,0.15325670498084293,0.04871373836891079,2018-02,Topic 5
0.08925318761384335,0.10018214936247723,0.08925318761384335,0.08378870673952642,0.11293260473588343,0.08378870673952642,0.16029143897996356,0.10382513661202186,0.09289617486338798,0.08378870673952642,2018-02,Topic 7
0.06233062330623306,0.06097560975609756,0.16802168021680217,0.06639566395663957,0.24932249322493225,0.06775067750677506,0.06910569105691057,0.09349593495934959,0.08536585365853659,0.07723577235772358,2018-02,Topic 5
0.07936507936507936,0.12522045855379188,0.12698412698412698,0.09523809523809523,0.08641975308641975,0.10405643738977072,0.09523809523809523,0.12698412698412698,0.07936507936507936,0.08112874779541446,2018-02,Topic 3
0.08620689655172416,0.09770114942528738,0.08620689655172416,0.13601532567049812,0.12068965517241381,0.09003831417624522,0.08620689655172416,0.12260536398467434,0.08620689655172416,0.08812260536398468,2018-02,Topic 4
0.06329113924050635,0.0787623066104079,0.22644163150492266,0.09001406469760902,0.13361462728551338,0.07313642756680733,0.06610407876230663,0.1068917018284107,0.06329113924050635,0.09845288326300985,2018-02,Topic 3
0.0925925925925926,0.09876543209876545,0.11111111111111113,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.10699588477366258,0.10905349794238686,0.0925925925925926,0.11111111111111113,2018-02,Topic 3
0.11324786324786325,0.09615384615384616,0.11538461538461539,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09829059829059829,0.09615384615384616,0.09615384615384616,0.09615384615384616,2018-02,Topic 3
0.08112874779541447,0.10582010582010584,0.11463844797178133,0.09523809523809526,0.14109347442680778,0.07936507936507937,0.07936507936507937,0.10934744268077604,0.10934744268077604,0.08465608465608467,2018-02,Topic 5
0.13080168776371312,0.09423347398030944,0.10126582278481014,0.11814345991561183,0.15189873417721522,0.07032348804500704,0.08157524613220817,0.07172995780590719,0.11111111111111112,0.0689170182841069,2018-01,Topic 5
0.13932980599647268,0.08289241622574957,0.11463844797178131,0.11287477954144622,0.07936507936507937,0.10934744268077602,0.08994708994708996,0.08641975308641976,0.09700176366843034,0.08818342151675486,2018-01,Topic 1
0.09433962264150945,0.09853249475890986,0.10691823899371071,0.09433962264150945,0.11949685534591196,0.10691823899371071,0.09433962264150945,0.09643605870020966,0.09433962264150945,0.09433962264150945,2018-01,Topic 5
0.13178294573643412,0.12661498708010335,0.06589147286821706,0.19638242894056848,0.06589147286821706,0.059431524547803614,0.11627906976744186,0.09043927648578812,0.06718346253229975,0.08010335917312661,2018-01,Topic 4
0.2252663622526636,0.0684931506849315,0.0867579908675799,0.0882800608828006,0.0867579908675799,0.1095890410958904,0.076103500761035,0.0776255707762557,0.1019786910197869,0.0791476407914764,2018-02,Topic 1
0.1027253668763103,0.09433962264150947,0.11320754716981135,0.09433962264150947,0.09433962264150947,0.10691823899371072,0.09433962264150947,0.09433962264150947,0.09433962264150947,0.11111111111111113,2018-02,Topic 3
0.11111111111111113,0.10082304526748974,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.11111111111111113,0.0925925925925926,0.12139917695473254,2018-02,Topic 10
0.14285714285714285,0.07142857142857142,0.11587301587301588,0.1,0.09047619047619047,0.0746031746031746,0.1,0.09365079365079365,0.1349206349206349,0.0761904761904762,2018-02,Topic 1
0.10281923714759536,0.0912106135986733,0.0812603648424544,0.18407960199004975,0.08955223880597014,0.0812603648424544,0.10281923714759536,0.09950248756218906,0.0912106135986733,0.07628524046434494,2018-02,Topic 4
0.0289405684754522,0.1198966408268734,0.060465116279069774,0.06253229974160208,0.0372093023255814,0.051162790697674425,0.3250645994832042,0.2191214470284238,0.0682170542635659,0.027390180878552974,2018-01,Topic 7
0.0925925925925926,0.11111111111111113,0.11111111111111113,0.0925925925925926,0.11111111111111113,0.09876543209876545,0.10288065843621402,0.0925925925925926,0.0946502057613169,0.0925925925925926,2018-01,Topic 2
0.0909090909090909,0.10533910533910532,0.0779220779220779,0.08225108225108224,0.0779220779220779,0.10389610389610388,0.16738816738816736,0.16017316017316013,0.06493506493506492,0.06926406926406925,2018-02,Topic 7
0.08333333333333333,0.08518518518518518,0.08333333333333333,0.1,0.08333333333333333,0.1,0.20555555555555555,0.09074074074074075,0.08333333333333333,0.08518518518518518,2018-02,Topic 7
0.045167118337850046,0.27822944896115626,0.08491418247515808,0.04065040650406504,0.05058717253839205,0.08039747064137308,0.1842818428184282,0.0939476061427281,0.053297199638663056,0.08852755194218609,2018-01,Topic 2
0.0746268656716418,0.0746268656716418,0.0746268656716418,0.08126036484245441,0.19237147595356555,0.1873963515754561,0.08291873963515756,0.07628524046434496,0.07794361525704811,0.07794361525704811,2018-02,Topic 5
0.11019283746556474,0.15151515151515152,0.09871441689623507,0.06198347107438017,0.0775941230486685,0.0472910927456382,0.08631772268135904,0.19651056014692378,0.10009182736455463,0.06978879706152434,2018-02,Topic 8
0.06910569105691058,0.13143631436314365,0.0907859078590786,0.12601626016260165,0.06233062330623307,0.09214092140921411,0.15311653116531168,0.0962059620596206,0.11382113821138212,0.06504065040650409,2018-02,Topic 7
0.07407407407407407,0.06944444444444445,0.10648148148148148,0.10185185185185185,0.08796296296296297,0.1111111111111111,0.14660493827160495,0.06944444444444445,0.1111111111111111,0.12191358024691358,2018-02,Topic 7
0.05895691609977324,0.10317460317460317,0.09750566893424037,0.0691609977324263,0.06575963718820861,0.1292517006802721,0.26643990929705214,0.10657596371882086,0.05215419501133787,0.05102040816326531,2018-02,Topic 7
0.06666666666666668,0.07037037037037039,0.13827160493827162,0.06296296296296297,0.07407407407407408,0.0814814814814815,0.2160493827160494,0.058024691358024696,0.16049382716049385,0.07160493827160495,2018-02,Topic 7
0.08064516129032258,0.08781362007168458,0.08960573476702509,0.08422939068100359,0.08064516129032258,0.12365591397849462,0.15770609318996415,0.08064516129032258,0.13261648745519714,0.08243727598566308,2018-02,Topic 7
0.08771929824561402,0.08771929824561402,0.08771929824561402,0.08771929824561402,0.15789473684210523,0.08771929824561402,0.08771929824561402,0.08771929824561402,0.14035087719298242,0.08771929824561402,2018-02,Topic 5
0.12052730696798494,0.11864406779661019,0.09792843691148777,0.08474576271186442,0.08851224105461394,0.10169491525423731,0.08662900188323919,0.12429378531073448,0.09227871939736348,0.08474576271186442,2018-02,Topic 8
0.09615384615384616,0.09615384615384616,0.1346153846153846,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,2018-02,Topic 3
0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,2018-02,Topic 1
0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,2018-02,Topic 1
0.09494949494949492,0.09494949494949492,0.14141414141414138,0.0909090909090909,0.0909090909090909,0.10505050505050502,0.0909090909090909,0.10909090909090906,0.0909090909090909,0.0909090909090909,2018-02,Topic 3
0.06928104575163399,0.1084967320261438,0.09673202614379085,0.11764705882352941,0.10588235294117647,0.058823529411764705,0.1895424836601307,0.09019607843137255,0.08496732026143791,0.0784313725490196,2018-02,Topic 7
0.09551656920077972,0.10526315789473684,0.12280701754385964,0.11500974658869395,0.0935672514619883,0.10136452241715399,0.09551656920077972,0.09161793372319688,0.08966861598440545,0.08966861598440545,2018-02,Topic 3
0.08928571428571429,0.09722222222222222,0.125,0.0992063492063492,0.125,0.08928571428571429,0.08928571428571429,0.0992063492063492,0.09325396825396826,0.09325396825396826,2018-02,Topic 3
0.09090909090909091,0.09090909090909091,0.10101010101010101,0.09292929292929293,0.12121212121212122,0.09898989898989899,0.09696969696969697,0.10707070707070707,0.10707070707070707,0.09292929292929293,2018-02,Topic 5
0.09803921568627452,0.11111111111111112,0.09803921568627452,0.09803921568627452,0.10239651416122006,0.09803921568627452,0.10021786492374729,0.09803921568627452,0.09803921568627452,0.09803921568627452,2018-02,Topic 2
0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,2018-02,Topic 1
0.11299435028248588,0.10357815442561205,0.1318267419962335,0.09981167608286252,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.09792843691148775,0.09792843691148775,0.1016949152542373,2018-02,Topic 3
0.2074074074074074,0.10814814814814815,0.08444444444444445,0.09185185185185185,0.07851851851851852,0.0725925925925926,0.08148148148148149,0.1111111111111111,0.08592592592592592,0.07851851851851852,2018-02,Topic 1
0.09853249475890986,0.09433962264150945,0.09853249475890986,0.10482180293501049,0.09433962264150945,0.09433962264150945,0.09433962264150945,0.11320754716981134,0.09433962264150945,0.11320754716981134,2018-02,Topic 8
0.12296296296296298,0.10962962962962965,0.0977777777777778,0.11703703703703705,0.07555555555555557,0.06666666666666668,0.10814814814814816,0.14222222222222225,0.08000000000000002,0.08000000000000002,2018-02,Topic 8
0.08771929824561403,0.15789473684210525,0.08771929824561403,0.10721247563352826,0.08771929824561403,0.12085769980506822,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.08771929824561403,2018-02,Topic 2
0.09433962264150944,0.09433962264150944,0.10062893081761007,0.09433962264150944,0.1111111111111111,0.09433962264150944,0.09433962264150944,0.1069182389937107,0.11530398322851153,0.09433962264150944,2018-02,Topic 9
0.09615384615384617,0.09615384615384617,0.11965811965811968,0.09615384615384617,0.09615384615384617,0.09615384615384617,0.09615384615384617,0.09615384615384617,0.11111111111111112,0.09615384615384617,2018-02,Topic 3
0.09696969696969697,0.09090909090909091,0.09090909090909091,0.12727272727272726,0.09090909090909091,0.09090909090909091,0.12727272727272726,0.09090909090909091,0.10303030303030303,0.09090909090909091,2018-02,Topic 4
0.08662900188323917,0.0847457627118644,0.0847457627118644,0.1337099811676083,0.1224105461393597,0.09792843691148775,0.11864406779661017,0.0847457627118644,0.1016949152542373,0.0847457627118644,2018-02,Topic 4
0.0925925925925926,0.0925925925925926,0.10082304526748972,0.0925925925925926,0.11111111111111112,0.0925925925925926,0.0925925925925926,0.12962962962962965,0.10288065843621401,0.0925925925925926,2018-02,Topic 8
0.08064516129032258,0.0967741935483871,0.08064516129032258,0.08064516129032258,0.0967741935483871,0.08064516129032258,0.10931899641577061,0.0931899641577061,0.0967741935483871,0.18458781362007168,2018-02,Topic 10
0.0847457627118644,0.1318267419962335,0.0847457627118644,0.0847457627118644,0.08662900188323917,0.1016949152542373,0.09981167608286252,0.13559322033898305,0.0847457627118644,0.10546139359698682,2018-02,Topic 8
0.0847457627118644,0.08851224105461393,0.09227871939736347,0.09227871939736347,0.11864406779661017,0.1638418079096045,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.10546139359698682,2018-02,Topic 6
0.09615384615384616,0.09615384615384616,0.1346153846153846,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,2018-02,Topic 3
0.09433962264150944,0.1320754716981132,0.09433962264150944,0.09643605870020965,0.09433962264150944,0.09433962264150944,0.09433962264150944,0.09433962264150944,0.1111111111111111,0.09433962264150944,2018-02,Topic 2
0.09433962264150945,0.09433962264150945,0.13207547169811323,0.09433962264150945,0.09433962264150945,0.09433962264150945,0.09433962264150945,0.09433962264150945,0.11320754716981134,0.09433962264150945,2018-02,Topic 3
0.09803921568627452,0.09803921568627452,0.11764705882352942,0.09803921568627452,0.09803921568627452,0.09803921568627452,0.09803921568627452,0.09803921568627452,0.09803921568627452,0.09803921568627452,2018-02,Topic 3
0.0909090909090909,0.09292929292929292,0.13939393939393938,0.0909090909090909,0.0909090909090909,0.10909090909090906,0.0909090909090909,0.10505050505050502,0.0909090909090909,0.09898989898989896,2018-02,Topic 3
0.0925925925925926,0.0925925925925926,0.11316872427983542,0.11111111111111113,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.12757201646090538,0.0925925925925926,0.0925925925925926,2018-02,Topic 8
0.08064516129032258,0.15770609318996415,0.0967741935483871,0.1003584229390681,0.09498207885304659,0.11827956989247312,0.08064516129032258,0.08064516129032258,0.09498207885304659,0.09498207885304659,2018-07,Topic 2
0.06262626262626264,0.18080808080808083,0.098989898989899,0.10404040404040406,0.097979797979798,0.1080808080808081,0.09595959595959597,0.09696969696969698,0.08484848484848487,0.06969696969696972,2018-02,Topic 2
0.054982817869415807,0.12142038946162657,0.06872852233676977,0.20389461626575028,0.0572737686139748,0.052691867124856816,0.10309278350515463,0.14776632302405499,0.056128293241695305,0.13402061855670103,2018-02,Topic 4
0.07235142118863049,0.07235142118863049,0.1227390180878553,0.07235142118863049,0.13049095607235142,0.08527131782945736,0.11369509043927649,0.12661498708010335,0.10594315245478036,0.09819121447028424,2018-02,Topic 5
0.08708708708708708,0.1831831831831832,0.11261261261261261,0.08708708708708708,0.0945945945945946,0.08558558558558559,0.09759759759759759,0.0945945945945946,0.08558558558558559,0.07207207207207207,2018-02,Topic 2
0.06666666666666668,0.11111111111111112,0.15438596491228074,0.060818713450292404,0.16725146198830412,0.057309941520467846,0.07836257309941522,0.0713450292397661,0.15438596491228074,0.07836257309941522,2018-02,Topic 5
0.03378817413905134,0.05003248862897986,0.03768680961663418,0.07342430149447694,0.04288499025341131,0.058479532163742694,0.4587394411955816,0.16374269005847955,0.04353476283300845,0.03768680961663418,2018-02,Topic 7
0.09259259259259259,0.09259259259259259,0.09259259259259259,0.09259259259259259,0.1440329218106996,0.09259259259259259,0.1111111111111111,0.09670781893004116,0.09259259259259259,0.09259259259259259,2018-02,Topic 5
0.10303030303030303,0.10909090909090909,0.09090909090909091,0.09696969696969697,0.09090909090909091,0.09090909090909091,0.14343434343434344,0.09090909090909091,0.09090909090909091,0.09292929292929293,2018-02,Topic 7
0.08157524613220815,0.13220815752461323,0.06751054852320675,0.07735583684950774,0.07032348804500703,0.1308016877637131,0.19831223628691982,0.10548523206751055,0.06329113924050633,0.07313642756680731,2018-02,Topic 7
0.0836940836940837,0.0836940836940837,0.10533910533910534,0.09523809523809523,0.08946608946608947,0.08802308802308802,0.18037518037518038,0.08946608946608947,0.08080808080808081,0.1038961038961039,2018-02,Topic 7
0.10256410256410256,0.0811965811965812,0.07977207977207977,0.07692307692307693,0.0641025641025641,0.07977207977207977,0.24786324786324787,0.1168091168091168,0.07122507122507123,0.07977207977207977,2018-02,Topic 7
0.0925925925925926,0.0925925925925926,0.1234567901234568,0.09670781893004117,0.0925925925925926,0.10905349794238685,0.0925925925925926,0.0925925925925926,0.11522633744855969,0.0925925925925926,2018-02,Topic 3
0.09433962264150945,0.11320754716981134,0.09433962264150945,0.09433962264150945,0.09433962264150945,0.09433962264150945,0.11949685534591196,0.10691823899371071,0.09433962264150945,0.09433962264150945,2018-02,Topic 7
0.1917989417989418,0.07142857142857142,0.07539682539682539,0.09656084656084656,0.06084656084656084,0.07142857142857142,0.19444444444444445,0.09391534391534391,0.07142857142857142,0.07275132275132275,2018-02,Topic 7
0.0957854406130268,0.0900383141762452,0.08620689655172413,0.08620689655172413,0.08620689655172413,0.10344827586206894,0.18390804597701146,0.0957854406130268,0.08620689655172413,0.08620689655172413,2018-02,Topic 7
0.07352941176470588,0.07352941176470588,0.08823529411764706,0.07352941176470588,0.07352941176470588,0.07352941176470588,0.23039215686274508,0.12254901960784313,0.07516339869281045,0.11601307189542484,2018-02,Topic 7
0.09784411276948592,0.09286898839137646,0.09452736318407962,0.08457711442786071,0.07794361525704811,0.09618573797678277,0.17578772802653403,0.13101160862354894,0.0746268656716418,0.0746268656716418,2018-02,Topic 7
0.07828282828282829,0.11742424242424243,0.09343434343434344,0.10479797979797979,0.056818181818181816,0.06818181818181818,0.11742424242424243,0.21212121212121213,0.05808080808080808,0.09343434343434344,2018-02,Topic 8
