compound,neg,neu,pos
0.271650565139798,0.048600832837596725,0.8150285544318852,0.13637596668649615
0.13226879910213238,0.06328956228956228,0.844545454545454,0.09217171717171718
0.17439090189873435,0.06391772151898736,0.82467246835443,0.11141534810126583
0.42965796610169554,0.05084067796610177,0.6838888135593215,0.2652610169491526
0.18734504995458692,0.06771843778383295,0.8260108991825599,0.10627611262488651
0.34139291896144774,0.05407002360346183,0.7977749803304482,0.14814791502753752
0.2553920800696261,0.04303046127067017,0.8549442993907735,0.1020174064403829
0.1593157068062828,0.05376090750436301,0.8656544502617803,0.08058202443280976
0.14980430327868852,0.06231147540983604,0.8431465163934433,0.09454098360655736
0.13684296375266516,0.0910223880597015,0.7870575692963749,0.12191257995735606
