compound,neg,neu,pos
0.19203299595141665,0.043042220936957795,0.8329976865240026,0.12367119722382873
0.4821473810338921,0.06347860321807612,0.6445573433755586,0.29196439575487815
0.14732178325480264,0.0638564697354114,0.8466814063066339,0.08945668720550919
0.09607306686589456,0.06645461337317903,0.8398845722824045,0.09366791184161372
0.22027621017790674,0.07538891187422415,0.7960823334712464,0.12851179147703778
0.271409307418561,0.055659457979742664,0.8283265808924175,0.11600930741856035
0.0846225135247609,0.06976570952975455,0.8433183520599241,0.08691468997086965
0.16686509938837926,0.08272285932721694,0.7534625382263006,0.16382454128440435
0.17913696524064157,0.07216978609625663,0.8077413101604276,0.12008756684491985
0.22168882332523426,0.05039153071850057,0.834171815341894,0.11543908365150997
