compound,neg,neu,pos
0.22769064551422352,0.06090973741794318,0.8015612691466106,0.13751258205689304
0.2341198817106459,0.06598362147406743,0.801638762511374,0.13238080072793468
0.22402068085106394,0.06252382978723423,0.8045782978723397,0.13289914893617025
0.2107328558225509,0.060495841035120075,0.8072296672828101,0.13181792975970408
0.2302944444444445,0.06272789943227902,0.8007903487429031,0.13646918085969179
0.23035959444235807,0.05889898610589556,0.8026627863312054,0.13843221930153957
0.21244501018329884,0.06434908350305497,0.7958419551934832,0.13980896130346268
0.20750441005802736,0.061842166344294,0.8017168278529964,0.13644642166344295
0.1823573359073361,0.06805308880308893,0.8082302123552121,0.12371138996139007
0.2104390709249274,0.06273206138531731,0.8064446287847372,0.13082745748652005
0.18050352422907506,0.06548751835535976,0.7994853157121898,0.135033773861968
0.18995712694877528,0.06466815144766144,0.8082884187082421,0.1270441722345954
0.2577700854700854,0.06122222222222223,0.822649572649573,0.11612820512820513
-0.056813513513513506,0.07105405405405406,0.8557027027027027,0.07313513513513514
-0.040725,0.050749999999999997,0.91175,0.0375
0.5900333333333333,0.066,0.6653333333333333,0.26866666666666666
